Kassen-IK	Kassen Bezeichnung	PLZ	Ort	Straße
107536182	BKK Rieker Ricosta Weisser	78532	Tuttlingen	Stockacher Str. 4-6
108833505	BKK SKD	97419	Schweinfurt	Gunnar Wester Str. 1
107535751	BKK SKD	97419	Schweinfurt	Gunnar Wester Str. 1
108623102	BKK SKD	97419	Schweinfurt	Gunnar Wester Str. 1
108823455	BKK SKD	97419	Schweinfurt	Gunnar Wester Str. 1
108832946	BKK SKD	97419	Schweinfurt	Gunnar Wester Str. 1
108891595	BKK SKD	97419	Schweinfurt	Gunnar Wester Str. 1
105230418	BKK STEININDUSTRIE DT.AG	64686	Lautertal (Odenwald)	NIBELUNGENSTR. 351
104625376	BKK STEINMUELLER GMBH	51643	Gummersbach	FABRIKSTR.1
105330168	BKK Salus	63263	Neu-Isenburg	Siemensstr. 5a
105321269	BKK Salus	63263	Neu-Isenburg	Siemensstr. 5a
105392539	BKK Salus	63263	Neu-Isenburg	Siemensstr. 5a
105392540	BKK Salus	63263	Neu-Isenburg	Siemensstr. 5a
108035576	BKK Scheufelen	73252	Lenningen	Ad.-Scheufelen-Str.3
107531187	BKK Schwarzwald-Baar	78647	Trossingen	Löhrstr. 45
107535977	BKK Schwarzwald-Baar	78647	Trossingen	Löhrstr. 45
107536057	BKK Schwarzwald-Baar	78647	Trossingen	Löhrstr. 45
107536079	BKK Schwarzwald-Baar	78647	Trossingen	Löhrstr. 45
107536160	BKK Schwarzwald-Baar	78647	Trossingen	Löhrstr. 45
107536308	BKK Schwarzwald-Baar	78647	Trossingen	Löhrstr. 45
107536262	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
101532243	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
105330066	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
106331628	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
106935515	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
107536273	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
109928328	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
109928339	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
109928340	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
109928362	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
109939708	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
109992101	BKK Schwenninger	78056	Villingen-Schwenning	Winkelstraße 7
107538890	BKK Schwenninger Ost	36041	Fulda	Kothenbachweg 2-4
109938046	BKK Schwenninger Ost	36041	Fulda	Kothenbachweg 2-4
101320032	BKK Securvita	20095	Hamburg	Burchardstr. 17
101392164	BKK Securvita	20095	Hamburg	Burchardstr. 17
101392222	BKK Securvita	20095	Hamburg	Burchardstr. 17
101392255	BKK Securvita	20095	Hamburg	Burchardstr. 17
101520283	BKK Securvita	20095	Hamburg	Burchardstr. 17
101320942	BKK Securvita Ost	20095	Hamburg	Burchardstr. 17
101392266	BKK Securvita Ost	20095	Hamburg	Burchardstr. 17
101392460	BKK Securvita Ost	20095	Hamburg	Burchardstr. 17
108433896	BKK Siemens Karlsruhe	76187	Karlsruhe	Siemensallee 84
108433248	BKK Siemens München	80339	München	Heimeranstr. 31
101320349	BKK Siemens München	80339	München	Heimeranstr. 31
101892147	BKK Siemens München	80339	München	Heimeranstr. 31
102734283	BKK Siemens München	80339	München	Heimeranstr. 31
103527284	BKK Siemens München	80339	München	Heimeranstr. 31
103726401	BKK Siemens München	80339	München	Heimeranstr. 31
104427582	BKK Siemens München	80339	München	Heimeranstr. 31
104626925	BKK Siemens München	80339	München	Heimeranstr. 31
104825857	BKK Siemens München	80339	München	Heimeranstr. 31
104825880	BKK Siemens München	80339	München	Heimeranstr. 31
104826836	BKK Siemens München	80339	München	Heimeranstr. 31
104926713	BKK Siemens München	80339	München	Heimeranstr. 31
105334220	BKK Siemens München	80339	München	Heimeranstr. 31
105334231	BKK Siemens München	80339	München	Heimeranstr. 31
107031126	BKK Siemens München	80339	München	Heimeranstr. 31
107035563	BKK Siemens München	80339	München	Heimeranstr. 31
107035621	BKK Siemens München	80339	München	Heimeranstr. 31
107035632	BKK Siemens München	80339	München	Heimeranstr. 31
107035643	BKK Siemens München	80339	München	Heimeranstr. 31
107035676	BKK Siemens München	80339	München	Heimeranstr. 31
107035698	BKK Siemens München	80339	München	Heimeranstr. 31
107035712	BKK Siemens München	80339	München	Heimeranstr. 31
107535988	BKK Siemens München	80339	München	Heimeranstr. 31
107536284	BKK Siemens München	80339	München	Heimeranstr. 31
107835878	BKK Siemens München	80339	München	Heimeranstr. 31
107836209	BKK Siemens München	80339	München	Heimeranstr. 31
108021308	BKK Siemens München	80339	München	Heimeranstr. 31
108033244	BKK Siemens München	80339	München	Heimeranstr. 31
108034176	BKK Siemens München	80339	München	Heimeranstr. 31
108034212	BKK Siemens München	80339	München	Heimeranstr. 31
108035019	BKK Siemens München	80339	München	Heimeranstr. 31
108035020	BKK Siemens München	80339	München	Heimeranstr. 31
108035382	BKK Siemens München	80339	München	Heimeranstr. 31
108035439	BKK Siemens München	80339	München	Heimeranstr. 31
108035440	BKK Siemens München	80339	München	Heimeranstr. 31
108035451	BKK Siemens München	80339	München	Heimeranstr. 31
108035484	BKK Siemens München	80339	München	Heimeranstr. 31
108035495	BKK Siemens München	80339	München	Heimeranstr. 31
108423428	BKK Siemens München	80339	München	Heimeranstr. 31
108428720	BKK Siemens München	80339	München	Heimeranstr. 31
108433259	BKK Siemens München	80339	München	Heimeranstr. 31
108433705	BKK Siemens München	80339	München	Heimeranstr. 31
108433716	BKK Siemens München	80339	München	Heimeranstr. 31
108433727	BKK Siemens München	80339	München	Heimeranstr. 31
108433738	BKK Siemens München	80339	München	Heimeranstr. 31
108433749	BKK Siemens München	80339	München	Heimeranstr. 31
108433750	BKK Siemens München	80339	München	Heimeranstr. 31
108433761	BKK Siemens München	80339	München	Heimeranstr. 31
108433772	BKK Siemens München	80339	München	Heimeranstr. 31
108433783	BKK Siemens München	80339	München	Heimeranstr. 31
108433794	BKK Siemens München	80339	München	Heimeranstr. 31
108433807	BKK Siemens München	80339	München	Heimeranstr. 31
108433818	BKK Siemens München	80339	München	Heimeranstr. 31
108433829	BKK Siemens München	80339	München	Heimeranstr. 31
108433830	BKK Siemens München	80339	München	Heimeranstr. 31
108433841	BKK Siemens München	80339	München	Heimeranstr. 31
108433852	BKK Siemens München	80339	München	Heimeranstr. 31
108433863	BKK Siemens München	80339	München	Heimeranstr. 31
108433874	BKK Siemens München	80339	München	Heimeranstr. 31
108433885	BKK Siemens München	80339	München	Heimeranstr. 31
108433909	BKK Siemens München	80339	München	Heimeranstr. 31
108433910	BKK Siemens München	80339	München	Heimeranstr. 31
108433921	BKK Siemens München	80339	München	Heimeranstr. 31
108433932	BKK Siemens München	80339	München	Heimeranstr. 31
108433943	BKK Siemens München	80339	München	Heimeranstr. 31
108433954	BKK Siemens München	80339	München	Heimeranstr. 31
108433976	BKK Siemens München	80339	München	Heimeranstr. 31
108433987	BKK Siemens München	80339	München	Heimeranstr. 31
108433998	BKK Siemens München	80339	München	Heimeranstr. 31
108434001	BKK Siemens München	80339	München	Heimeranstr. 31
108434012	BKK Siemens München	80339	München	Heimeranstr. 31
108434023	BKK Siemens München	80339	München	Heimeranstr. 31
108434034	BKK Siemens München	80339	München	Heimeranstr. 31
108434045	BKK Siemens München	80339	München	Heimeranstr. 31
108434056	BKK Siemens München	80339	München	Heimeranstr. 31
108434067	BKK Siemens München	80339	München	Heimeranstr. 31
108434078	BKK Siemens München	80339	München	Heimeranstr. 31
108434103	BKK Siemens München	80339	München	Heimeranstr. 31
108434125	BKK Siemens München	80339	München	Heimeranstr. 31
108434136	BKK Siemens München	80339	München	Heimeranstr. 31
108434158	BKK Siemens München	80339	München	Heimeranstr. 31
108532874	BKK Siemens München	80339	München	Heimeranstr. 31
108533476	BKK Siemens München	80339	München	Heimeranstr. 31
108634194	BKK Siemens München	80339	München	Heimeranstr. 31
108733296	BKK Siemens München	80339	München	Heimeranstr. 31
108734184	BKK Siemens München	80339	München	Heimeranstr. 31
108734208	BKK Siemens München	80339	München	Heimeranstr. 31
108934255	BKK Siemens München	80339	München	Heimeranstr. 31
109131438	BKK Siemens München	80339	München	Heimeranstr. 31
109132623	BKK Siemens München	80339	München	Heimeranstr. 31
109134248	BKK Siemens München	80339	München	Heimeranstr. 31
108223858	BKK Siemens Ost München	80339	München	Heimeranstr. 31
104821604	BKK Siemens Ost München	80339	München	Heimeranstr. 31
107023228	BKK Siemens Ost München	80339	München	Heimeranstr. 31
107821326	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108023139	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223723	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223734	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223745	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223756	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223767	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223778	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223789	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223790	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223803	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223814	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223825	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108223836	BKK Siemens Ost München	80339	München	Heimeranstr. 31
108228318	BKK Siemens Ost München	80339	München	Heimeranstr. 31
109132280	BKK Siemens Ost München	80339	München	Heimeranstr. 31
101532254	BKK Spar Ost	20097	Hamburg	Hammerbrookstr.5
109132678	BKK Stadt Augsburg	86153	Augsburg	Vogeltorplatz 1
106936311	BKK Südzucker	68165	Mannheim	Joseph-Meyer-Str. 13
106928388	BKK Südzucker Ost	68165	Mannheim	Joseph-Meyer-Str. 13
102137985	BKK TUI Leisure Travel	30625	Hannover	Karl-Wiechert-Allee
102192017	BKK TUI Leisure Travel	30625	Hannover	Karl-Wiechert-Allee
102031410	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102022204	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102022248	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102022501	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102022863	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102222013	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102222024	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
102222035	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
107835242	BKK Technoform	37075	Göttingen	Weender Landstr. 94-
108632900	BKK Textilgruppe Hof	95028	Hof	Fabrikzeile 21
109723913	BKK VBU	10969	Berlin	Lindenstr. 67
100820488	BKK VBU	10969	Berlin	Lindenstr. 67
101120702	BKK VBU	10969	Berlin	Lindenstr. 67
101121930	BKK VBU	10969	Berlin	Lindenstr. 67
101131921	BKK VBU	10969	Berlin	Lindenstr. 67
101132294	BKK VBU	10969	Berlin	Lindenstr. 67
101320043	BKK VBU	10969	Berlin	Lindenstr. 67
101320236	BKK VBU	10969	Berlin	Lindenstr. 67
101392368	BKK VBU	10969	Berlin	Lindenstr. 67
102122294	BKK VBU	10969	Berlin	Lindenstr. 67
103521790	BKK VBU	10969	Berlin	Lindenstr. 67
103524350	BKK VBU	10969	Berlin	Lindenstr. 67
103526012	BKK VBU	10969	Berlin	Lindenstr. 67
103527295	BKK VBU	10969	Berlin	Lindenstr. 67
103527308	BKK VBU	10969	Berlin	Lindenstr. 67
103527514	BKK VBU	10969	Berlin	Lindenstr. 67
103726398	BKK VBU	10969	Berlin	Lindenstr. 67
104124962	BKK VBU	10969	Berlin	Lindenstr. 67
104127157	BKK VBU	10969	Berlin	Lindenstr. 67
104127215	BKK VBU	10969	Berlin	Lindenstr. 67
104127567	BKK VBU	10969	Berlin	Lindenstr. 67
104221492	BKK VBU	10969	Berlin	Lindenstr. 67
104224678	BKK VBU	10969	Berlin	Lindenstr. 67
104226464	BKK VBU	10969	Berlin	Lindenstr. 67
104424761	BKK VBU	10969	Berlin	Lindenstr. 67
104424772	BKK VBU	10969	Berlin	Lindenstr. 67
104424794	BKK VBU	10969	Berlin	Lindenstr. 67
104424863	BKK VBU	10969	Berlin	Lindenstr. 67
104428480	BKK VBU	10969	Berlin	Lindenstr. 67
104523340	BKK VBU	10969	Berlin	Lindenstr. 67
104527220	BKK VBU	10969	Berlin	Lindenstr. 67
104626889	BKK VBU	10969	Berlin	Lindenstr. 67
104825254	BKK VBU	10969	Berlin	Lindenstr. 67
104825846	BKK VBU	10969	Berlin	Lindenstr. 67
104825879	BKK VBU	10969	Berlin	Lindenstr. 67
104826108	BKK VBU	10969	Berlin	Lindenstr. 67
104826131	BKK VBU	10969	Berlin	Lindenstr. 67
104826197	BKK VBU	10969	Berlin	Lindenstr. 67
104830638	BKK VBU	10969	Berlin	Lindenstr. 67
104892110	BKK VBU	10969	Berlin	Lindenstr. 67
104892358	BKK VBU	10969	Berlin	Lindenstr. 67
104892369	BKK VBU	10969	Berlin	Lindenstr. 67
104927008	BKK VBU	10969	Berlin	Lindenstr. 67
104927714	BKK VBU	10969	Berlin	Lindenstr. 67
105230383	BKK VBU	10969	Berlin	Lindenstr. 67
105321236	BKK VBU	10969	Berlin	Lindenstr. 67
105330179	BKK VBU	10969	Berlin	Lindenstr. 67
105330191	BKK VBU	10969	Berlin	Lindenstr. 67
105530262	BKK VBU	10969	Berlin	Lindenstr. 67
105830232	BKK VBU	10969	Berlin	Lindenstr. 67
105923461	BKK VBU	10969	Berlin	Lindenstr. 67
105923508	BKK VBU	10969	Berlin	Lindenstr. 67
105928809	BKK VBU	10969	Berlin	Lindenstr. 67
105928810	BKK VBU	10969	Berlin	Lindenstr. 67
106023486	BKK VBU	10969	Berlin	Lindenstr. 67
106123476	BKK VBU	10969	Berlin	Lindenstr. 67
107923192	BKK VBU	10969	Berlin	Lindenstr. 67
107930658	BKK VBU	10969	Berlin	Lindenstr. 67
107934550	BKK VBU	10969	Berlin	Lindenstr. 67
108020999	BKK VBU	10969	Berlin	Lindenstr. 67
108028394	BKK VBU	10969	Berlin	Lindenstr. 67
108035348	BKK VBU	10969	Berlin	Lindenstr. 67
108036134	BKK VBU	10969	Berlin	Lindenstr. 67
108036463	BKK VBU	10969	Berlin	Lindenstr. 67
108036474	BKK VBU	10969	Berlin	Lindenstr. 67
108036485	BKK VBU	10969	Berlin	Lindenstr. 67
108036496	BKK VBU	10969	Berlin	Lindenstr. 67
108036500	BKK VBU	10969	Berlin	Lindenstr. 67
108036511	BKK VBU	10969	Berlin	Lindenstr. 67
108036522	BKK VBU	10969	Berlin	Lindenstr. 67
108036533	BKK VBU	10969	Berlin	Lindenstr. 67
108036544	BKK VBU	10969	Berlin	Lindenstr. 67
108038181	BKK VBU	10969	Berlin	Lindenstr. 67
108223541	BKK VBU	10969	Berlin	Lindenstr. 67
108223596	BKK VBU	10969	Berlin	Lindenstr. 67
108433215	BKK VBU	10969	Berlin	Lindenstr. 67
108891584	BKK VBU	10969	Berlin	Lindenstr. 67
109528698	BKK VBU	10969	Berlin	Lindenstr. 67
109528723	BKK VBU	10969	Berlin	Lindenstr. 67
109530976	BKK VBU	10969	Berlin	Lindenstr. 67
109531114	BKK VBU	10969	Berlin	Lindenstr. 67
109737010	BKK VBU	10969	Berlin	Lindenstr. 67
103526615	BKK VDN	58239	Schwerte	Rosenweg 15
103524112	BKK VDN	58239	Schwerte	Rosenweg 15
104927042	BKK VDN	58239	Schwerte	Rosenweg 15
103532065	BKK VDN Ost	58239	Schwerte	Rosenweg 15
107832012	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
106935263	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
106935504	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
107435932	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
107535103	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
107835162	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
107836221	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
108491740	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
108492320	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
108492331	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
108633433	BKK Verbundplus	88400	Biberach an der Riß	Bismarckring 49
107832023	BKK Verbundplus Ost	88400	Biberach an der Riß	Bismarckring 49
101123395	BKK Verbundplus Ost	88400	Biberach an der Riß	Bismarckring 49
107920462	BKK Verbundplus Ost	88400	Biberach an der Riß	Bismarckring 49
107921577	BKK Verbundplus Ost	88400	Biberach an der Riß	Bismarckring 49
108491751	BKK Verbundplus Ost	88400	Biberach an der Riß	Bismarckring 49
101531231	BKK Vereins- u. Westbank	20097	Hamburg	Nagelsweg 49
104526376	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100220415	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100221472	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100229891	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100320611	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100323099	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100334526	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
100721525	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
101320338	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
101323160	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
101520012	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
101520966	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524065	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524123	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524214	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524361	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524372	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524383	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524394	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524407	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524441	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524452	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524474	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524496	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524522	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524533	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103524544	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525124	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525408	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525420	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525442	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525453	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525603	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525954	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525976	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103525998	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526660	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526693	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526795	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526808	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526853	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526875	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526944	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526955	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103526966	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103527262	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103527320	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103527649	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103528274	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103529457	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103721440	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103723339	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724227	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724250	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724283	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724329	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724341	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724352	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724363	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103724374	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725159	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725160	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725217	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725262	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725284	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725319	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725558	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725592	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103725989	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103726263	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103726274	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103726310	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103726559	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103727106	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103727491	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103727629	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103728174	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103729518	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103729621	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103791490	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
103791504	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104224667	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104224703	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104226340	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227181	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227728	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227739	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227751	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227773	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227784	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104227795	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104228796	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104229321	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104229673	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104230734	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104230745	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104234863	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104234921	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104234943	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104424841	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104424885	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104424896	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104427149	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104526365	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104529255	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104529288	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104826175	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104826233	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104826585	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104827405	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104829759	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104831946	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104926757	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104926995	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104927019	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104927031	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
104927484	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105228209	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105230463	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105230577	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105230599	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105330282	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105332160	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
105923973	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
106224387	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
106229451	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
107221809	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
107821703	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
107835322	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
107923181	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
108533604	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
108723249	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
108729450	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
108733321	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
108891562	BKK Viactiv	46045	Oberhausen	Willy-Brandt-Platz 3
108031424	BKK Voralb	72622	Nürtingen	Neuffenerstr. 54
108035792	BKK Voralb	72622	Nürtingen	Neuffenerstr. 54
108035849	BKK Voralb	72622	Nürtingen	Neuffenerstr. 54
108035883	BKK Voralb	72622	Nürtingen	Neuffenerstr. 54
108036441	BKK WMF	73312	Geislingen an der St	Eberhard Str.
108021400	BKK WMF Ost	73312	Geislingen an der St	Eberhardstr.
105530126	BKK Werra-Meissner	37269	Eschwege	Sudentenlandstr. 2a
107836243	BKK Wieland Werke AG	89079	Ulm	Graf Arco-Str. 36
